31.0,0.11
32.0,0.96
36.0,0.1
37.0,0.13
38.0,0.15
39.0,0.44
40.0,0.04
41.0,0.16
42.0,0.1
44.0,0.28
45.0,0.02
46.0,0.01
47.0,0.07
50.0,1.67
51.0,4.69
52.0,1.2
53.0,0.33
54.0,0.38
56.0,0.0
57.0,0.09
59.0,0.05
61.0,0.11
62.0,0.64
63.0,1.97
64.0,0.49
65.0,0.16
68.0,0.14
69.0,0.26
70.0,0.01
73.0,0.34
74.0,1.34
75.0,3.15
76.0,3.93
77.0,1.52
78.0,2.71
79.0,1.17
80.0,0.28
81.0,0.25
82.0,0.08
83.0,0.26
84.0,0.29
85.0,0.2
86.0,0.17
87.0,1.85
88.0,2.89
89.0,2.12
90.0,0.81
93.0,0.3
94.0,0.6
95.0,0.4
96.0,0.15
97.0,0.01
98.0,0.43
99.0,1.36
100.0,3.12
101.0,5.33
102.0,2.67
103.0,2.67
104.0,1.02
105.0,0.45
107.0,0.36
108.0,0.93
109.0,0.27
110.0,0.03
111.0,0.1
112.0,0.16
113.0,3.28
114.0,7.71
115.0,2.75
116.0,2.11
118.0,0.17
120.0,0.04
120.0,0.33
122.0,0.4
122.0,0.17
124.0,0.16
124.0,0.19
125.0,1.12
126.0,1.61
127.0,5.46
128.0,4.11
129.0,0.8
130.0,0.24
131.0,0.19
133.0,0.1
134.0,0.33
135.0,0.37
136.0,0.14
137.0,0.16
138.0,0.1
139.0,0.34
141.0,4.01
142.0,7.0
142.0,0.9
144.0,0.12
144.0,0.02
146.0,0.07
148.0,0.22
148.0,0.18
149.0,0.73
150.0,1.91
151.0,3.23
152.0,1.71
153.0,0.84
154.0,3.16
155.0,11.4
156.0,1.02
161.0,0.2
162.0,0.1
163.0,0.13
164.0,0.32
165.0,0.28
166.0,0.26
167.0,0.05
169.0,0.04
170.0,0.04
171.0,0.09
172.0,0.02
173.0,0.09
174.0,0.11
175.0,0.51
176.0,1.56
177.0,1.86
178.0,1.89
179.0,1.09
180.0,0.34
181.0,0.16
185.0,0.07
186.0,0.07
187.0,0.11
188.0,0.18
189.0,0.15
190.0,0.22
