29.0,2.72
30.0,0.49
31.0,0.53
32.0,0.11
33.0,0.02
34.0,0.01
35.0,0.01
36.0,0.19
37.0,4.39
38.0,5.12
39.0,6.64
40.0,0.44
41.0,0.54
42.0,3.44
43.0,69.65
44.0,1.63
45.0,0.51
46.0,0.03
47.0,0.01
48.0,0.1
49.0,1.65
50.0,13.79
51.0,12.85
52.0,3.27
53.0,6.01
54.0,0.29
55.0,0.25
56.0,0.04
57.0,0.1
58.0,0.06
59.0,0.15
60.0,0.49
61.0,5.16
62.0,15.01
63.0,44.69
64.0,5.17
65.0,5.01
66.0,0.98
67.0,0.19
68.0,0.06
69.0,0.06
70.0,0.03
71.0,0.05
72.0,0.12
73.0,1.98
74.0,11.67
75.0,22.79
76.0,20.17
77.0,23.88
78.0,25.65
79.0,2.47
80.0,0.29
81.0,0.51
82.0,0.19
83.0,0.02
84.0,0.09
85.0,0.46
86.0,0.84
87.0,0.69
88.0,0.63
89.0,6.24
90.0,5.06
91.0,15.32
92.0,2.71
93.0,0.46
94.0,0.09
95.0,0.14
96.0,0.04
97.0,0.05
98.0,0.23
99.0,0.1
100.0,0.1
101.0,0.28
102.0,0.65
103.0,3.66
104.0,3.86
105.0,9.42
106.0,5.05
107.0,0.84
108.0,0.11
109.0,0.19
110.0,0.04
111.0,0.01
112.0,0.0
113.0,0.02
114.0,0.03
115.0,0.1
116.0,0.75
117.0,1.5
118.0,2.0
119.0,15.18
120.0,1.92
121.0,0.39
122.0,0.04
123.0,0.02
125.0,0.02
126.0,0.0
127.0,0.02
128.0,0.43
129.0,0.35
130.0,0.52
131.0,3.79
132.0,6.94
133.0,2.29
134.0,20.74
135.0,1.84
136.0,0.15
137.0,0.02
138.0,0.01
139.0,0.03
140.0,0.1
141.0,0.37
142.0,2.33
143.0,1.79
144.0,2.26
145.0,1.4
146.0,0.1
147.0,0.06
148.0,0.09
149.0,0.08
150.0,0.01
151.0,0.05
152.0,0.04
153.0,0.07
154.0,0.59
155.0,13.13
156.0,1.61
157.0,13.74
158.0,1.13
159.0,1.79
160.0,0.13
161.0,0.03
162.0,0.02
163.0,0.01
164.0,0.01
165.0,0.02
166.0,0.02
167.0,0.05
168.0,0.12
169.0,0.68
170.0,8.28
171.0,1.62
172.0,7.83
173.0,0.96
174.0,0.07
175.0,0.02
176.0,0.01
177.0,0.02
178.0,0.01
179.0,0.01
180.0,0.02
181.0,0.17
182.0,1.86
183.0,2.38
184.0,2.01
185.0,4.47
186.0,0.52
187.0,2.3
188.0,0.32
189.0,0.03
190.0,0.02
191.0,0.0
192.0,0.01
193.0,0.01
194.0,0.01
195.0,0.03
196.0,0.08
197.0,1.1
198.0,17.34
199.0,3.96
200.0,16.33
201.0,2.84
202.0,0.24
203.0,0.02
204.0,0.0
205.0,0.02
206.0,0.0
207.0,0.03
208.0,0.02
209.0,1.95
210.0,8.74
211.0,5.07
212.0,8.92
213.0,100.0
214.0,9.35
215.0,93.88
216.0,8.39
217.0,0.7
218.0,0.06
219.0,0.01
220.0,0.02
221.0,0.02
222.0,0.02
223.0,0.01
224.0,0.01
225.0,0.01
226.0,0.01
227.0,0.23
228.0,16.43
229.0,2.74
230.0,16.89
231.0,2.41
232.0,0.26
233.0,0.02
234.0,0.01
235.0,0.0
236.0,0.01
237.0,0.02
238.0,0.01
239.0,0.01
240.0,0.01
241.0,0.01
242.0,0.01
243.0,0.02
244.0,0.01
