29.05,7.66
30.1,0.17
31.1,0.04
32.1,0.23
33.1,0.03
34.1,0.04
35.1,0.04
36.1,0.02
37,0.45
38.05,1.22
39,12.09
40.15,1.31
41.05,38.05
42.05,1.48
43.05,0.82
44,0.56
45,0.11
46,0.03
47,0.04
48,0.02
49.05,0.62
50,7.56
51,8.76
52,1.75
53.05,2.05
54.1,0.2
55.05,3.05
56.35,1.63
57.3,18.09
58.25,5.64
59.3,0.07
60,0.06
61,0.72
62,2.99
63,7.66
64.05,3.33
65.05,6.83
65.95,0.97
67,0.33
68,0.05
69,0.03
70,0.04
71,0.05
72,0.06
73,0.86
74,8.95
75,14.07
76,5.41
77.05,4.3
78,1.49
79,0.58
80,0.17
81,0.22
82,0.14
83,0.12
83.95,0.33
84.95,0.59
86,1.07
87,1.97
88,1.6
89,9.16
90,4.84
91.05,10.76
92.05,1.24
93,0.24
94,0.05
95,0.1
96.05,0.6
97,5.49
97.95,6.03
98.95,1.79
100,1.39
101.05,4.43
102.05,10.16
103.05,2.17
104.05,1.55
105.15,1.21
106.5,0.6
107.5,0.04
108.5,0.07
109.5,0.1
110.5,0.08
111.5,0.06
112.1,0.06
113.05,1.05
114.1,1.74
115.05,27.94
116.05,14.48
117.05,21.78
118.1,2.07
119.05,0.53
120.1,0.05
121.1,0.08
122.1,0.06
123.1,0.1
124.1,0.1
125.1,0.13
126.1,0.15
127.05,0.57
128.1,1.32
129.1,1.34
130.05,0.88
131.05,1.91
132.1,3.75
133.1,0.44
134.1,0.05
135.1,0.06
136.5,0.47
137.45,1.58
138.45,1.9
139.4,0.78
140.4,0.09
141.4,0.08
142.4,0.08
143.4,0.14
144.4,0.08
145.4,0.08
146.4,0.01
147.4,0.04
148.4,0.03
149.4,0.03
150.4,0.03
151.4,0.02
152,0.09
152.95,0.53
153.95,0.93
154.95,1.76
155.95,1.56
156.95,1.29
157.95,0.73
159,0.07
160,0
161,0.02
162,0.02
163,0.04
164,0.02
165,0.04
166,0.06
166.95,0.44
167.95,2.21
168.95,1.81
169.95,2.18
170.95,1.46
171.9,0.14
172.9,0.13
173.9,0.02
174.9,0.02
175.9,0.01
176.9,0.02
177.9,0.02
178.9,0.23
179.95,2.07
180.95,0.88
181.95,2.55
182.95,1.58
183.95,0.5
184.95,0.89
185.9,0.09
186.9,0.04
187.9,0.03
188.9,0.02
189.9,0.02
190.9,0.04
191.9,0.02
192.9,0.13
193.9,0.1
195.05,0.46
195.95,17.73
196.95,2.15
197.95,17.52
198.95,1.69
200,0.11
201,0.02
202,0.03
203,0.02
204,0.04
205,0.04
206,0.01
207,0.03
208,0.02
209,0.03
210,0.08
210.95,1.09
212,0.2
213,1.02
214,0.15
215,0.01
216,0.01
217,0.03
218,0.03
219,0.02
220,0.02
221,0.05
222,0.05
223,0.11
224,0.02
225,0.08
226,0.02
227,0.03
228,0.03
229,0.02
230,0.03
231,0.01
232,0.03
233,0.14
233.8,0.22
234.85,0.62
235.85,0.46
236.8,0.87
237.8,0.23
238.85,0.35
239.8,0.06
240.8,0.01
241.8,0
242.8,0.02
243.8,0.03
244.8,0.02
245.9,0.06
246.85,14.42
247.9,1.26
248.85,29.39
249.9,2.1
250.85,13.77
251.85,1.11
252.9,0.06
253.9,0.03
254.9,0.02
255.9,0.01
256.9,0.01
257.9,0.07
258.9,0.18
259.9,0.15
260.85,0.36
261.9,0.2
262.9,0.28
263.9,0.11
264.9,0.08
265.9,0.03
266.9,0.01
267.9,0.01
268.9,0.03
269.9,0
270.9,0.04
271.9,0
272.9,0.02
273.9,0.16
274.9,55.23
275.95,5.58
276.9,100
277.9,9.52
278.9,49.9
279.9,5.06
280.9,0.23
281.9,0.03
282.9,0.01
283.9,0.01
284.9,0.02
285.9,0.01
286.9,0.03
287.9,0
288.9,0.03
289.95,17.3
290.95,1.93
291.95,32.8
292.95,3.54
293.95,16.14
294.9,1.84
295.9,0.1
296.9,0.01
297.9,0.01
298.9,0.02
299.9,0.02
300.9,0.03
301.9,0.04
302.9,0.02
303.9,0.02
304.9,0.02
305.9,0.02
